danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,artist_genres,track_name,artist_name,album,user
0.497,0.916,-3.323,0.108,0.000323,0.0,0.36,0.401,96.051,3WATWS2Ywo5HeHtG0bE2iZ,spotify:track:3WATWS2Ywo5HeHtG0bE2iZ,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",Teardrops,Bring Me The Horizon,POST HUMAN: SURVIVAL HORROR,Justin
0.536,0.94,-3.74,0.1,4.57e-05,0.289,0.0806,0.286,111.009,3HxfmwvDXCVz1ZnGRHzXvD,spotify:track:3HxfmwvDXCVz1ZnGRHzXvD,"['neon pop punk', 'pop emo', 'pop punk', 'screamo']",Tyrants,Sleeping With Sirens,Complete Collapse,Justin
0.443,0.963,-1.844,0.0639,0.0018,0.0,0.424,0.24,172.966,1khwSRuqim7TyvlCD7WDyy,spotify:track:1khwSRuqim7TyvlCD7WDyy,"['indie rock italiano', 'italian pop']",MARK CHAPMAN,Måneskin,RUSH!,Justin
0.318,0.922,-3.936,0.154,0.000119,0.000113,0.3,0.288,140.048,25Yfk4XBeglz1QoXhDqJ2w,spotify:track:25Yfk4XBeglz1QoXhDqJ2w,"['australian metalcore', 'blackened deathcore', 'brutal deathcore', 'deathcore', 'melodic deathcore', 'melodic metalcore', 'metalcore', 'symphonic deathcore']",Ghost Of Me,Make Them Suffer,Ghost Of Me,Justin
0.426,0.934,-4.063,0.0685,2.97e-05,0.0089,0.113,0.285,160.077,4EyPadLFhtWojU7mkT5hqT,spotify:track:4EyPadLFhtWojU7mkT5hqT,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",Avalanche,Bring Me The Horizon,That's The Spirit,Justin
0.826,0.634,-7.928,0.0358,0.0498,0.0105,0.222,0.96,124.965,2RSAu3AGDi2sPhYEjSZmzv,spotify:track:2RSAu3AGDi2sPhYEjSZmzv,"['alt z', 'electropop', 'pop']",OK,Jeremy Zucker,OK,Justin
0.293,0.775,-4.455,0.0283,0.000734,0.0109,0.122,0.312,101.488,2Ppbl9UwcKfc7yaVgkBTNd,spotify:track:2Ppbl9UwcKfc7yaVgkBTNd,"['indie rock italiano', 'italian pop']",IL DONO DELLA VITA,Måneskin,RUSH!,Justin
0.462,0.979,-4.255,0.0664,0.000899,8.3e-06,0.33,0.542,173.957,2A1HJSm5Gqqb9oTv28U6dr,spotify:track:2A1HJSm5Gqqb9oTv28U6dr,"['hopebeat', 'pov: indie']",Told You So,The Band CAMINO,The Dark,Justin
0.396,0.939,-3.155,0.227,0.000285,0.0,0.212,0.39,185.081,5BgnL6gHauuvxe4Ok6W1aC,spotify:track:5BgnL6gHauuvxe4Ok6W1aC,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",LosT,Bring Me The Horizon,LosT,Justin
0.481,0.88,-4.55,0.0717,0.00465,6.02e-05,0.204,0.289,95.023,04NGX0b5Tgs7VsErfn5OA1,spotify:track:04NGX0b5Tgs7VsErfn5OA1,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge']",Vitamin R (Leading Us Along),Chevelle,This Type Of Thinking (Could Do Us In),Justin
0.484,0.444,-6.935,0.0636,0.601,0.0,0.238,0.226,144.21,3OXpdrHLT4IqM76RajgM6Q,spotify:track:3OXpdrHLT4IqM76RajgM6Q,['indie poptimism'],drugs,EDEN,i think you think too much of me,Justin
0.323,0.984,-1.693,0.191,8.19e-05,0.00202,0.336,0.223,164.992,0D2binrdiYKNWlEc8jVIaI,spotify:track:0D2binrdiYKNWlEc8jVIaI,"['australian metalcore', 'australian post-hardcore', 'metalcore']",Parasite,Thornhill,Butterfly,Justin
0.454,0.966,-2.396,0.176,0.000901,8.19e-05,0.324,0.29,96.037,7E4LEF3hA3WNQPX0ylJOOp,spotify:track:7E4LEF3hA3WNQPX0ylJOOp,"['neon pop punk', 'pop emo', 'pop punk', 'screamo']",Crosses (feat. Spencer Chamberlain of Underoath),Sleeping With Sirens,Complete Collapse,Justin
0.426,0.97,-3.179,0.131,0.00772,0.0,0.129,0.424,160.034,0bjwkqQ0lZSIes3IW7Aeq8,spotify:track:0bjwkqQ0lZSIes3IW7Aeq8,['pop punk'],Ghost in My Home,Point North,Ghost in My Home,Justin
0.609,0.661,-7.764,0.312,0.0892,0.0,0.423,0.668,93.898,45gBZkMfyeDJvfSsF6pEKf,spotify:track:45gBZkMfyeDJvfSsF6pEKf,['indie poptimism'],Sci-Fi,EDEN,ICYMI,Justin
0.295,0.924,-3.407,0.0678,4.02e-05,0.00462,0.377,0.219,171.941,1yYE8EyuIV0rrvQ1bA2Fyf,spotify:track:1yYE8EyuIV0rrvQ1bA2Fyf,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",Happy Song,Bring Me The Horizon,That's The Spirit,Justin
0.448,0.973,-3.821,0.299,0.000418,0.000308,0.305,0.57,149.934,1sp1NrbrCjJ82c5KjelUpr,spotify:track:1sp1NrbrCjJ82c5KjelUpr,['metalcore'],Divide,The Plot In You,Divide,Justin
0.794,0.668,-7.689,0.0646,0.299,0.00104,0.0899,0.632,148.016,1abwytAhbWeHrbsA9eODOy,spotify:track:1abwytAhbWeHrbsA9eODOy,['viral pop'],Feeling Like The End,Joji,SMITHEREENS,Justin
0.353,0.393,-7.424,0.0393,0.563,6.25e-05,0.0992,0.073,149.54,7yKRfKppKVW3MdhRbGHtI0,spotify:track:7yKRfKppKVW3MdhRbGHtI0,['indie poptimism'],start//end,EDEN,vertigo,Justin
0.488,0.967,-1.825,0.103,4.63e-06,0.00018,0.494,0.331,94.99,7petzbAJP403GAY6F3Zfbx,spotify:track:7petzbAJP403GAY6F3Zfbx,"['alternative metal', 'metalcore']",Soft,Motionless In White,Graveyard Shift,Justin
0.445,0.954,-4.073,0.41,0.0501,0.0,0.444,0.628,172.061,17kqPlp9edI1p1VULIbiDZ,spotify:track:17kqPlp9edI1p1VULIbiDZ,"['neon pop punk', 'pixie', 'pop punk', 'pov: indie', 'texas pop punk']",ST*RFUCKER,Waterparks,INTELLECTUAL PROPERTY,Justin
0.489,0.993,-2.357,0.0655,0.000445,0.0,0.339,0.192,100.015,0jrOt6XnOTeZOd56U16Bfp,spotify:track:0jrOt6XnOTeZOd56U16Bfp,"['australian metalcore', 'australian post-hardcore', 'melodic metalcore', 'metalcore']",Nightmare,Polaris,Fatalism,Justin
0.281,0.332,-11.243,0.0512,0.939,0.00582,0.766,0.189,79.994,1C0wUTyX5wZA4AbZaZfZAB,spotify:track:1C0wUTyX5wZA4AbZaZfZAB,['indie poptimism'],forever//over,EDEN,vertigo,Justin
0.546,0.945,-4.399,0.0531,0.000311,0.0,0.724,0.545,135.128,6Q1m1GyNxyOwZ2ud3p7XoS,spotify:track:6Q1m1GyNxyOwZ2ud3p7XoS,"['alternative metal', 'nu-metalcore', 'post-grunge']",Gasoline,I Prevail,TRAUMA,Justin
0.431,0.873,-4.324,0.0532,0.038,0.0,0.0528,0.216,92.56,3ZNBfFhZ10MrpedOl7b2p8,spotify:track:3ZNBfFhZ10MrpedOl7b2p8,['metalcore'],Burial Plot,Dayseeker,Sleeptalk (Deluxe),Justin
0.509,0.878,-3.57,0.0411,4.52e-05,2.63e-06,0.365,0.354,86.009,7Igb2aGtzSlisOgXbjmdZW,spotify:track:7Igb2aGtzSlisOgXbjmdZW,"['mathcore', 'melodic metalcore', 'metalcore', 'progressive metalcore', 'uk metalcore']",tear gas,Architects,the classic symptoms of a broken spirit,Justin
0.342,0.938,-5.194,0.0808,0.000313,0.0181,0.348,0.154,151.965,5vJIVr0ZYo8DFbfSOY4Goa,spotify:track:5vJIVr0ZYo8DFbfSOY4Goa,['prog metal'],Vore,Sleep Token,Take Me Back To Eden,Justin
0.376,0.944,-4.053,0.174,0.000101,1.18e-06,0.313,0.453,176.021,0sZ7125n1GTxvrq0anThNy,spotify:track:0sZ7125n1GTxvrq0anThNy,['metalcore'],The Shower Scene,Ice Nine Kills,Welcome To Horrorwood: The Silver Scream 2,Justin
